Date,Open,High,Low,Adj Close,Close,Volume
2022-06-21,358.1,360.95,358.1,357.3,358.9,3693727
2022-06-20,357.5,359.95,356.1,357.35,357.3,2297837
2022-06-17,359.0,361.05,356.65,359.4,357.35,4012167
2022-06-16,363.85,364.15,358.65,361.95,359.4,2940387
2022-06-15,359.9,362.45,359.0,359.55,361.95,4077501
2022-06-14,362.1,363.3,358.0,362.7,359.55,6976071
2022-06-13,363.05,364.95,361.9,365.15,362.7,4509163
2022-06-10,363.25,366.6,363.25,365.3,365.15,3916129
2022-06-09,363.0,368.5,362.5,363.05,365.3,5238450
2022-06-08,363.4,364.55,361.8,363.35,363.05,5020929
2022-06-07,363.6,367.5,361.7,364.9,363.35,5708056
2022-06-06,366.0,369.5,363.85,366.9,364.9,10390245
2022-06-03,375.0,375.35,365.35,373.5,366.9,8010976
2022-06-02,371.4,376.35,370.95,371.65,373.5,5215564
2022-06-01,370.0,373.0,369.15,369.4,371.65,2369910
2022-05-31,371.55,372.8,368.65,371.55,369.4,11507115
2022-05-30,368.5,372.5,366.75,366.3,371.55,5001959
2022-05-27,368.0,368.15,363.75,365.4,366.3,1603075
2022-05-26,362.15,366.3,359.7,361.7,365.4,3900318
2022-05-25,362.4,364.25,360.65,361.45,361.7,2440985
2022-05-24,364.8,365.7,360.45,363.45,361.45,4200025
2022-05-23,365.65,367.3,362.4,363.0,363.45,3889679
2022-05-20,368.0,368.0,362.05,364.0,363.0,4308673
2022-05-19,358.15,364.95,357.25,361.1,364.0,9179791
2022-05-18,369.25,372.6,359.7,368.8,361.1,11887905
2022-05-17,371.0,372.15,364.0,368.0,368.8,9431128
2022-05-16,367.0,377.7,360.35,359.1,368.0,50459752
2022-05-13,378.0,378.55,356.1,373.55,359.1,10195371
2022-05-12,356.85,382.0,349.3,359.05,373.55,7493279
2022-05-11,360.0,365.8,351.2,358.2,359.05,5728451
2022-05-10,368.55,373.9,355.0,366.75,358.2,6322735
2022-05-09,363.35,369.0,359.45,365.4,366.75,3690073
2022-05-06,360.55,372.35,360.55,366.35,365.4,5868878
2022-05-05,371.0,375.35,364.95,368.1,366.35,5794511
2022-05-04,379.55,382.0,364.65,378.15,368.1,5415006
2022-05-02,371.6,380.5,368.75,372.2,378.15,5959678
2022-04-29,384.7,385.5,370.75,383.35,372.2,10529413
2022-04-28,389.9,389.9,380.45,384.55,383.35,7163762
2022-04-27,385.0,387.7,376.25,385.15,384.55,11121579
2022-04-26,382.0,391.0,381.3,376.35,385.15,11192640
2022-04-25,371.8,387.6,370.0,374.2,376.35,12835090
2022-04-22,378.0,381.0,371.05,377.35,374.2,5946333
2022-04-21,378.9,384.35,374.8,371.3,377.35,14385266
2022-04-20,355.0,375.8,355.0,354.25,371.3,13525255
2022-04-19,366.75,370.0,351.0,363.4,354.25,9971239
2022-04-18,369.0,379.65,360.5,369.2,363.4,10936057
2022-04-13,359.95,374.2,359.0,359.65,369.2,17817591
2022-04-12,364.0,371.6,355.75,360.2,359.65,19884358
2022-04-11,338.45,369.5,338.3,337.35,360.2,30662312
2021-06-09,340.0,341.6,332.25,340.35,334.35,2484987
2021-06-08,340.35,341.8,336.4,339.05,340.35,2954871
2021-06-07,333.8,342.8,333.15,332.05,339.05,4163074
2021-06-04,333.8,337.3,331.2,333.95,332.05,1739342
2021-06-03,332.1,336.0,331.4,331.1,333.95,3322366
2021-06-02,324.4,332.4,322.55,324.2,331.1,5346766
2021-06-01,327.0,328.9,323.1,326.8,324.2,2649537
2021-05-31,325.4,328.45,322.5,325.65,326.8,2664186
2021-05-28,330.1,331.4,324.25,330.1,325.65,2648245
2021-05-27,322.0,335.0,319.5,323.1,330.1,12478623
2021-05-26,322.3,325.0,319.4,322.3,323.1,3103367
2021-05-25,326.55,327.1,321.25,326.2,322.3,3511483
2021-05-24,321.45,328.3,319.5,321.45,326.2,4875842
2021-05-21,322.7,324.35,320.25,320.0,321.45,4039119
2021-05-20,319.45,322.0,314.35,317.65,320.0,5608173
2021-05-19,315.5,324.9,315.0,315.65,317.65,10886866
2021-05-18,314.5,316.95,310.1,310.2,315.65,4169602
2021-05-17,307.9,311.7,304.55,307.1,310.2,4763864
2021-05-14,309.1,311.85,300.0,309.05,307.1,4140603
2021-05-12,313.9,314.9,308.05,314.9,309.05,3974894
2021-05-11,307.5,316.9,306.1,311.35,314.9,3809984
2021-05-10,314.2,315.15,310.0,312.25,311.35,4632214
2021-05-07,315.0,317.8,311.1,314.4,312.25,3399984
2021-05-06,313.0,316.2,310.1,311.45,314.4,3861134
2021-05-05,310.9,312.3,307.15,306.95,311.45,2600385
2021-05-04,315.0,315.0,306.2,311.65,306.95,5668182
2021-05-03,304.5,312.8,301.2,309.05,311.65,6232670
2021-04-30,314.0,319.85,306.75,314.05,309.05,19822885
2021-04-29,311.0,315.0,307.25,308.85,314.05,6658734
2021-04-28,308.4,311.25,304.5,306.55,308.85,4312684
2021-04-27,303.95,307.5,302.05,303.35,306.55,3740765
2021-04-26,297.0,304.5,295.25,295.2,303.35,5179998
2021-04-23,293.2,298.8,292.2,295.6,295.2,6813166
2021-04-22,294.9,297.3,285.3,295.7,295.6,7474006
2021-04-20,309.2,313.85,292.45,300.95,295.7,12222234
2021-04-19,295.0,302.25,292.4,300.7,300.95,7452061
2021-04-16,296.95,305.45,295.4,295.2,300.7,5575878
2021-04-15,303.0,306.5,293.0,302.3,295.2,9069002
2021-04-13,305.0,309.05,298.5,304.3,302.3,5975419
2021-04-12,310.9,312.2,299.55,316.35,304.3,10520709
2021-04-09,326.0,329.9,314.3,320.8,316.35,13515479
2021-04-08,310.0,326.9,309.3,308.65,320.8,7223424
2021-04-07,305.7,311.3,305.5,305.5,308.65,2808495
2021-04-06,307.0,309.6,303.3,306.05,305.5,4010075
2021-04-05,310.4,314.9,301.55,311.0,306.05,7064466
2021-04-01,311.85,313.45,307.25,308.85,311.0,4689185
2021-03-31,299.25,310.95,299.0,299.85,308.85,7721201
2021-03-30,296.8,303.5,295.35,294.9,299.85,6089054
2021-03-26,297.65,301.6,293.55,294.1,294.9,7195972
2021-03-25,307.0,307.2,293.0,303.8,294.1,6506272
2021-03-24,302.85,307.5,300.9,304.45,303.8,9936778
2021-03-23,297.2,306.4,293.55,295.6,304.45,11750637
2021-03-22,284.45,297.8,278.0,283.45,295.6,11182565
2021-03-19,278.0,284.6,274.05,281.05,283.45,6753108
2021-03-18,283.0,285.95,277.45,280.85,281.05,4353319
2021-03-17,285.9,287.35,280.0,285.55,280.85,5016639
2021-03-16,284.9,290.0,284.25,283.65,285.55,7122222
2021-03-15,290.9,290.9,279.0,289.5,283.65,4879115
2021-03-12,293.0,293.9,287.5,292.0,289.5,5744777
2021-03-10,292.55,293.8,289.0,291.05,292.0,3837384
2021-03-09,287.8,293.3,285.2,285.75,291.05,6082622
2021-03-08,287.0,291.0,284.2,284.8,285.75,4470385
2021-03-05,291.95,298.3,283.15,292.0,284.8,14706128
2021-03-04,281.5,294.3,278.75,282.1,292.0,10478749
2021-03-03,280.7,285.9,279.55,278.8,282.1,5079575
2021-03-02,278.9,283.4,277.1,277.9,278.8,4657410
2021-03-01,275.55,279.65,273.5,273.5,277.9,4095441
2021-02-26,277.0,288.5,271.5,279.7,273.5,21250569
2021-02-25,271.2,281.6,271.15,268.4,279.7,9436339
2021-02-24,266.0,270.3,265.05,264.7,268.4,3316417
2021-02-23,269.0,270.85,263.15,266.95,264.7,7106597
2021-02-22,275.5,276.9,265.65,275.3,266.95,7287185
2021-02-19,288.5,288.5,273.05,282.8,275.3,18015854
2021-02-18,290.0,290.5,280.8,286.65,282.8,7081013
2021-02-17,285.75,290.4,284.2,284.05,286.65,10058896
2021-02-16,285.9,287.3,280.2,283.4,284.05,6116048
2021-02-15,281.0,285.9,279.0,277.45,283.4,7339663
2021-02-12,275.0,284.9,274.25,276.9,277.45,9937677
2021-02-11,272.2,277.8,271.5,271.9,276.9,5475278
2021-02-10,271.35,277.8,271.0,270.55,271.9,6276033
2021-02-09,276.85,279.45,269.85,274.35,270.55,4725675
2021-02-08,272.5,278.2,272.0,271.3,274.35,5445773
2021-02-05,273.0,275.6,268.55,272.75,271.3,5119967
2021-02-04,268.0,275.0,266.15,268.95,272.75,7803083
2021-02-03,276.1,278.7,268.0,276.25,268.95,8099652
2021-02-02,263.7,279.6,261.1,260.8,276.25,12896237
2021-02-01,246.4,262.0,242.1,243.35,260.8,8108261
2021-01-29,251.75,251.75,241.75,248.0,243.35,9156862
2021-01-28,250.0,250.5,246.0,252.5,248.0,9545181
2021-01-27,256.1,260.5,251.2,257.0,252.5,9165809
2021-01-25,261.4,264.25,254.9,257.7,257.0,9713572
2021-01-22,255.0,259.9,250.9,252.55,257.7,6396348
2021-01-21,263.5,265.35,249.1,262.1,252.55,8233030
2021-01-20,261.0,263.85,257.65,261.95,262.1,4999049
2021-01-19,256.95,262.8,256.3,256.05,261.95,3685114
2021-01-18,264.1,264.55,248.0,264.1,256.05,7230336
2021-01-15,266.4,267.0,259.6,267.05,264.1,5926799
2021-01-14,265.0,270.5,263.15,264.9,267.05,4747011
2021-01-13,268.1,269.4,261.1,268.1,264.9,5267492
2021-01-12,270.0,274.6,266.7,270.35,268.1,5997355
2021-01-11,268.8,271.8,266.0,269.95,270.35,6276642
2021-01-08,265.0,271.4,264.3,263.0,269.95,8135272
2021-01-07,265.0,267.1,261.2,261.1,263.0,7685276
2021-01-06,255.4,262.0,253.25,254.2,261.1,8653520
2021-01-05,252.0,256.65,250.45,252.9,254.2,9383253
2021-01-04,252.9,253.8,250.0,250.85,252.9,4860584
2021-01-01,249.0,251.7,248.15,248.85,250.85,4011077
2020-12-31,252.0,252.7,246.9,252.4,248.85,7969910
2020-12-30,245.5,253.0,241.7,244.4,252.4,10481131
2020-12-29,247.55,248.25,242.5,247.2,244.4,5978220
2020-12-28,247.0,247.85,244.7,246.7,247.2,4547753
2020-12-24,255.0,260.9,245.0,237.2,246.7,24151514
2020-12-23,234.9,238.75,231.5,237.6,237.2,8750579
2020-12-22,235.6,239.15,227.25,235.4,237.6,10098570
2020-12-21,250.9,250.9,225.95,251.05,235.4,12498745
2020-12-18,247.05,252.2,246.5,246.75,251.05,7695230
2020-12-17,248.5,251.5,246.2,247.25,246.75,8321438
2020-12-16,249.1,249.7,245.1,247.6,247.25,7488289
2020-12-15,247.95,248.2,243.1,246.45,247.6,7713444
2020-12-14,247.0,249.0,245.05,245.8,246.45,4162472
2020-12-11,249.5,250.45,243.75,248.3,245.8,7933577
2020-12-10,250.7,251.0,245.2,252.85,248.3,11038230
2020-12-09,258.9,259.6,251.0,257.1,252.85,13190004
2020-12-08,254.5,259.6,253.0,253.1,257.1,9736539
2020-12-07,256.25,256.3,250.55,252.55,253.1,9578732
2020-12-04,262.0,263.0,249.9,261.1,252.55,11266087
2020-12-03,264.5,264.5,259.3,262.5,261.1,5223075
2020-12-02,262.0,264.2,259.2,262.0,262.5,5076458
2020-12-01,262.2,269.55,260.9,261.05,262.0,6262243
2020-11-27,261.4,263.2,257.5,260.75,261.05,10177429
2020-11-26,257.7,262.6,253.55,256.2,260.75,5364946
2020-11-25,255.95,259.2,255.2,255.15,256.2,6671995
2020-11-24,258.2,260.45,254.55,258.15,255.15,4054652
2020-11-23,259.0,262.5,257.5,257.1,258.15,6727698
2020-11-20,259.1,261.9,253.75,258.7,257.1,4879945
2020-11-19,259.85,265.85,256.45,262.0,258.7,7297426
2020-11-18,267.2,267.7,260.65,268.05,262.0,8891945
2020-11-17,261.0,272.0,260.0,259.0,268.05,13207472
2020-11-14,259.9,260.9,258.05,257.7,259.0,489361
2020-11-13,261.5,262.25,255.75,262.85,257.7,7158835
2020-11-12,258.1,264.35,256.2,259.7,262.85,6698839
2020-11-11,251.5,260.9,251.5,249.9,259.7,9322013
2020-11-10,251.0,256.4,248.4,249.3,249.9,8645746
2020-11-09,249.45,252.0,247.1,248.0,249.3,8012202
2020-11-06,257.0,257.0,246.65,255.75,248.0,8457488
2020-11-05,251.85,258.7,251.0,264.4,255.75,12065738
2020-11-04,262.0,265.3,259.65,262.0,264.4,4122454
2020-11-03,262.1,263.05,257.65,260.5,262.0,5173220
2020-11-02,260.0,261.9,257.2,259.7,260.5,6267645
2020-10-30,254.85,265.8,252.4,254.0,259.7,18101783
2020-10-29,250.5,255.0,248.7,251.8,254.0,4794371
2020-10-28,253.85,254.7,250.35,255.85,251.8,4873537
2020-10-27,245.05,257.0,243.65,245.05,255.85,13207219
2020-10-26,248.7,249.0,242.45,247.4,245.05,8116758
2020-10-23,255.5,256.0,245.0,253.6,247.4,15337715
2020-10-22,253.0,255.6,249.5,253.35,253.6,11569824
2020-10-21,251.9,254.3,245.95,251.45,253.35,9478126
2020-10-20,249.9,254.9,247.05,247.6,251.45,20195023
2020-10-19,249.2,249.7,243.4,248.0,247.6,10969208
2020-10-16,243.3,249.0,240.15,243.35,248.0,12591434
2020-10-15,248.0,250.0,240.8,246.6,243.35,8031726
2020-10-14,241.95,248.0,240.15,241.75,246.6,10384793
2020-10-13,237.0,249.35,236.8,238.4,241.75,16150051
2020-10-12,238.0,242.35,233.2,239.35,238.4,6441943
2020-10-09,236.55,240.55,235.0,238.15,239.35,6602985
2020-10-08,234.8,239.95,231.4,234.8,238.15,8142299
2020-10-07,226.0,237.75,225.0,225.3,234.8,16914960
2020-10-06,222.95,227.75,220.1,221.35,225.3,4929361
2020-10-05,221.2,224.2,219.45,221.2,221.35,3259420
2020-10-01,218.5,221.95,217.55,217.0,221.2,3358699
